Subscription Type,Monthly Revenue,Join Date,Country,Age,Gender,Device,Plan Duration
Standard,12,2022-07-16,Mexico,31,Female,Tablet,1 Month
Standard,14,2022-07-16,Spain,36,Female,Tablet,1 Month
Basic,14,2022-07-12,Italy,31,Female,Laptop,1 Month
Premium,11,2022-07-10,Spain,32,Male,Smart TV,1 Month
Basic,10,2022-07-08,Spain,46,Female,Smartphone,1 Month
Standard,15,2022-06-29,United States,30,Male,Tablet,1 Month
Premium,12,2022-06-29,Canada,46,Male,Laptop,1 Month
Basic,12,2022-06-28,United States,44,Female,Tablet,1 Month
Basic,12,2022-06-29,United States,34,Male,Tablet,1 Month
Basic,13,2022-07-01,Canada,31,Male,Tablet,1 Month
Standard,13,2022-07-02,United Kingdom,34,Male,Smart TV,1 Month
Premium,12,2022-07-04,Australia,28,Male,Laptop,1 Month
Basic,10,2022-07-08,Germany,36,Female,Smartphone,1 Month
Basic,14,2022-07-20,France,48,Female,Laptop,1 Month
Premium,13,2022-07-23,Brazil,40,Male,Smartphone,1 Month
Standard,15,2022-07-26,Mexico,35,Male,Smartphone,1 Month
Standard,11,2022-07-30,Spain,41,Male,Laptop,1 Month
Basic,10,2022-08-08,Italy,28,Female,Smartphone,1 Month
Premium,12,2022-08-13,Spain,37,Male,Tablet,1 Month
Standard,12,2022-08-14,Spain,33,Male,Smartphone,1 Month
Basic,15,2022-08-16,United States,27,Female,Tablet,1 Month
Standard,14,2022-08-19,Canada,35,Male,Tablet,1 Month
Premium,10,2022-08-27,United States,27,Male,Smartphone,1 Month
Basic,15,2022-09-04,United States,29,Female,Smartphone,1 Month
Premium,12,2022-09-05,Canada,28,Female,Laptop,1 Month
Standard,12,2022-09-13,United Kingdom,33,Female,Smartphone,1 Month
Basic,10,2022-09-16,Australia,35,Female,Smartphone,1 Month
Standard,15,2022-09-18,Germany,37,Female,Laptop,1 Month
Premium,12,2022-09-20,France,31,Male,Smartphone,1 Month
Basic,13,2022-09-29,Brazil,27,Male,Laptop,1 Month
Standard,11,2022-09-30,Mexico,48,Male,Tablet,1 Month
Premium,15,2022-10-04,Spain,30,Female,Smart TV,1 Month
Basic,14,2022-10-08,Italy,45,Male,Tablet,1 Month
Premium,14,2022-10-10,Spain,28,Male,Smart TV,1 Month
Basic,12,2022-10-12,Spain,30,Female,Laptop,1 Month
Standard,15,2022-10-14,United States,48,Male,Smartphone,1 Month
Standard,10,2022-10-16,Canada,37,Female,Laptop,1 Month
Basic,15,2022-10-21,United States,28,Female,Smartphone,1 Month
Premium,14,2022-10-23,United States,43,Female,Tablet,1 Month
Basic,10,2022-10-25,Canada,36,Male,Laptop,1 Month
Standard,15,2022-10-26,United Kingdom,47,Male,Laptop,1 Month
Premium,10,2022-10-29,Australia,42,Male,Smart TV,1 Month
Basic,15,2022-10-31,Germany,50,Male,Laptop,1 Month
Premium,13,2022-11-02,France,41,Male,Tablet,1 Month
Basic,13,2022-11-03,Brazil,43,Male,Laptop,1 Month
Standard,13,2022-11-05,Mexico,35,Male,Laptop,1 Month
Standard,10,2022-11-06,Spain,51,Male,Smart TV,1 Month
Basic,15,2022-11-06,Italy,35,Male,Tablet,1 Month
Premium,10,2022-11-07,Spain,37,Male,Smart TV,1 Month
Basic,10,2022-11-04,Spain,28,Female,Smartphone,1 Month
Standard,14,2022-11-02,United States,32,Female,Smartphone,1 Month
Premium,13,2022-10-27,Canada,37,Female,Tablet,1 Month
Basic,11,2022-10-18,United States,37,Female,Tablet,1 Month
Premium,12,2022-10-07,United States,34,Female,Smart TV,1 Month
Basic,15,2022-10-04,Canada,30,Female,Tablet,1 Month
Standard,14,2022-09-17,United Kingdom,35,Male,Tablet,1 Month
Standard,14,2022-09-15,Australia,41,Female,Laptop,1 Month
Basic,13,2022-09-10,Germany,50,Female,Tablet,1 Month
Premium,11,2022-09-09,France,48,Female,Laptop,1 Month
Basic,12,2022-09-09,Brazil,29,Male,Smart TV,1 Month
Standard,12,2022-09-07,Mexico,37,Male,Tablet,1 Month
Premium,15,2022-09-08,Spain,36,Female,Tablet,1 Month
Basic,15,2022-08-14,Italy,45,Male,Tablet,1 Month
Premium,15,2022-08-06,Spain,27,Female,Smart TV,1 Month
Basic,12,2022-08-06,Spain,31,Female,Tablet,1 Month
Standard,11,2022-07-29,United States,42,Female,Tablet,1 Month
Standard,15,2022-07-28,Canada,43,Female,Smartphone,1 Month
Basic,13,2022-07-24,United States,43,Male,Smart TV,1 Month
Premium,15,2022-07-22,United States,35,Female,Laptop,1 Month
Basic,13,2022-07-19,Canada,51,Male,Laptop,1 Month
Standard,13,2022-07-17,United Kingdom,42,Female,Smartphone,1 Month
Premium,13,2022-07-16,Australia,36,Male,Tablet,1 Month
Basic,13,2022-07-13,Germany,50,Female,Tablet,1 Month
Premium,15,2022-07-14,France,43,Female,Laptop,1 Month
Basic,11,2022-07-07,Brazil,28,Male,Laptop,1 Month
Standard,10,2022-07-06,Mexico,48,Female,Smart TV,1 Month
Standard,14,2022-06-30,Spain,47,Female,Tablet,1 Month
Basic,12,2022-06-30,Italy,31,Male,Smart TV,1 Month
Premium,14,2022-07-01,Spain,45,Male,Laptop,1 Month
Basic,15,2022-07-02,Spain,45,Female,Tablet,1 Month
Standard,14,2022-07-03,United States,42,Female,Smart TV,1 Month
Premium,12,2022-07-06,Canada,36,Female,Tablet,1 Month
Basic,14,2022-07-07,United States,32,Male,Smart TV,1 Month
Basic,10,2022-07-15,United States,50,Male,Tablet,1 Month
Basic,14,2022-07-17,Canada,39,Male,Smart TV,1 Month
Standard,10,2022-07-26,United Kingdom,51,Male,Smartphone,1 Month
Premium,14,2022-08-05,Australia,49,Female,Tablet,1 Month
Basic,14,2022-08-12,Germany,42,Male,Tablet,1 Month
Basic,12,2022-08-14,France,46,Male,Tablet,1 Month
Premium,12,2022-08-15,Brazil,30,Male,Smartphone,1 Month
Standard,10,2022-08-18,Mexico,48,Male,Smart TV,1 Month
Standard,12,2022-08-21,Spain,40,Female,Laptop,1 Month
Basic,10,2022-09-04,Italy,50,Female,Smart TV,1 Month
Premium,15,2022-09-05,Spain,49,Female,Laptop,1 Month
Standard,11,2022-09-08,Spain,37,Male,Smartphone,1 Month
Basic,12,2022-09-15,United States,43,Male,Laptop,1 Month
Standard,15,2022-09-17,Canada,40,Female,Tablet,1 Month
Premium,14,2022-09-19,United States,27,Male,Laptop,1 Month
Basic,10,2022-09-23,United States,47,Male,Smart TV,1 Month
Premium,11,2022-09-26,Canada,50,Male,Smartphone,1 Month
Standard,12,2022-09-30,United Kingdom,31,Female,Smartphone,1 Month
Basic,10,2022-10-07,Australia,33,Male,Smartphone,1 Month
Standard,13,2022-10-09,Germany,42,Female,Tablet,1 Month
Premium,14,2022-10-12,France,51,Female,Laptop,1 Month
Basic,12,2022-10-13,Brazil,43,Female,Smartphone,1 Month
Standard,15,2022-10-14,Mexico,45,Female,Smart TV,1 Month
Premium,13,2022-10-19,Spain,48,Female,Tablet,1 Month
Basic,14,2022-10-20,Italy,48,Female,Smart TV,1 Month
Premium,12,2022-10-22,Spain,30,Male,Smartphone,1 Month
Basic,15,2022-10-24,Spain,29,Female,Tablet,1 Month
Standard,10,2022-10-28,United States,28,Male,Tablet,1 Month
Standard,12,2022-10-30,Canada,46,Female,Laptop,1 Month
Basic,13,2022-11-01,United States,45,Male,Smart TV,1 Month
Premium,12,2022-11-03,United States,30,Male,Tablet,1 Month
Basic,13,2022-11-04,Canada,44,Female,Laptop,1 Month
Standard,14,2022-11-05,United Kingdom,46,Male,Laptop,1 Month
Premium,13,2022-11-06,Australia,36,Female,Tablet,1 Month
Basic,12,2022-11-07,Germany,27,Female,Smartphone,1 Month
Premium,14,2022-11-05,France,43,Male,Laptop,1 Month
Basic,11,2022-11-05,Brazil,48,Female,Smartphone,1 Month
Standard,12,2022-11-06,Mexico,36,Female,Smartphone,1 Month
Standard,10,2022-11-03,Spain,44,Male,Smart TV,1 Month
Basic,11,2022-10-22,Italy,41,Female,Tablet,1 Month
Premium,12,2022-10-22,Spain,29,Female,Smart TV,1 Month
Basic,13,2022-10-15,Spain,28,Female,Smartphone,1 Month
Standard,11,2022-09-24,United States,36,Female,Smartphone,1 Month
Premium,15,2022-09-15,Canada,36,Female,Smart TV,1 Month
Basic,14,2022-09-15,United States,40,Male,Laptop,1 Month
Premium,11,2022-09-12,United States,35,Female,Tablet,1 Month
Basic,14,2022-09-12,Canada,34,Female,Smartphone,1 Month
Standard,10,2022-09-11,United Kingdom,46,Male,Laptop,1 Month
Standard,14,2022-09-11,Australia,47,Female,Smart TV,1 Month
Basic,12,2022-08-16,Germany,32,Female,Smartphone,1 Month
Premium,13,2022-08-12,France,45,Male,Smartphone,1 Month
Basic,10,2022-08-02,Brazil,31,Female,Smartphone,1 Month
Standard,11,2022-08-01,Mexico,49,Male,Laptop,1 Month
Premium,11,2022-07-29,Spain,33,Female,Smartphone,1 Month
Basic,12,2022-07-28,Italy,30,Male,Smartphone,1 Month
Premium,11,2022-07-25,Spain,48,Female,Laptop,1 Month
Basic,14,2022-07-20,Spain,49,Female,Tablet,1 Month
Standard,13,2022-07-16,United States,43,Male,Laptop,1 Month
Standard,14,2022-07-16,Canada,46,Female,Laptop,1 Month
Basic,12,2022-07-15,United States,33,Male,Smartphone,1 Month
Premium,15,2022-07-13,United States,31,Female,Smartphone,1 Month
Basic,13,2022-07-06,Canada,44,Female,Smart TV,1 Month
Standard,10,2022-07-03,United Kingdom,34,Male,Smart TV,1 Month
Premium,15,2022-07-04,Australia,41,Male,Laptop,1 Month
Basic,10,2022-07-03,Germany,42,Male,Laptop,1 Month
Premium,15,2022-07-03,France,38,Female,Laptop,1 Month
Basic,13,2022-07-04,Brazil,31,Female,Tablet,1 Month
Standard,11,2022-07-05,Mexico,35,Female,Smartphone,1 Month
Standard,15,2022-07-07,Spain,32,Male,Smartphone,1 Month
Basic,15,2022-07-08,Italy,39,Male,Smartphone,1 Month
Premium,12,2022-07-13,Spain,42,Male,Laptop,1 Month
Basic,11,2022-07-15,Spain,31,Male,Tablet,1 Month
Standard,14,2022-08-01,United States,38,Male,Tablet,1 Month
Premium,13,2022-08-11,Canada,48,Male,Smart TV,1 Month
Basic,14,2022-08-13,United States,29,Male,Tablet,1 Month
Basic,10,2022-08-15,United States,43,Female,Smart TV,1 Month
Basic,13,2022-08-16,Canada,49,Female,Smartphone,1 Month
Standard,14,2022-08-18,United Kingdom,50,Male,Smartphone,1 Month
Premium,14,2022-08-25,Australia,50,Male,Smartphone,1 Month
Basic,14,2022-08-29,Germany,51,Male,Smart TV,1 Month
Basic,11,2022-09-04,France,29,Male,Tablet,1 Month
Premium,11,2022-09-13,Brazil,50,Female,Smartphone,1 Month
Standard,12,2022-09-14,Mexico,39,Female,Tablet,1 Month
Standard,10,2022-09-17,Spain,27,Female,Smart TV,1 Month
Basic,15,2022-09-18,Italy,29,Male,Smart TV,1 Month
Premium,15,2022-09-23,Spain,28,Male,Tablet,1 Month
Standard,11,2022-09-27,Spain,46,Male,Smartphone,1 Month
Basic,14,2022-10-04,United States,50,Female,Tablet,1 Month
Standard,12,2022-10-09,Canada,33,Female,Tablet,1 Month
Premium,14,2022-10-10,United States,32,Female,Tablet,1 Month
Basic,12,2022-10-11,United States,38,Male,Smart TV,1 Month
Premium,13,2022-10-13,Canada,49,Male,Smart TV,1 Month
Standard,12,2022-10-15,United Kingdom,50,Male,Laptop,1 Month
Basic,13,2022-10-20,Australia,37,Female,Laptop,1 Month
Standard,15,2022-10-21,Germany,33,Female,Laptop,1 Month
Premium,11,2022-10-23,France,33,Female,Tablet,1 Month
Basic,15,2022-10-25,Brazil,46,Male,Smartphone,1 Month
Standard,10,2022-10-27,Mexico,28,Male,Smartphone,1 Month
Premium,11,2022-10-30,Spain,33,Male,Tablet,1 Month
Basic,15,2022-11-01,Italy,45,Male,Laptop,1 Month
Premium,14,2022-11-02,Spain,43,Male,Laptop,1 Month
Basic,11,2022-11-04,Spain,49,Female,Smartphone,1 Month
Standard,13,2022-11-06,United States,41,Female,Tablet,1 Month
Standard,14,2022-11-07,Canada,39,Female,Smartphone,1 Month
Basic,14,2022-11-06,United States,45,Female,Smartphone,1 Month
Premium,15,2022-11-07,United States,38,Male,Tablet,1 Month
Basic,15,2022-11-07,Canada,30,Male,Smart TV,1 Month
Standard,12,2022-11-03,United Kingdom,27,Female,Smart TV,1 Month
Premium,15,2022-11-03,Australia,36,Female,Smartphone,1 Month
Basic,15,2022-10-31,Germany,36,Female,Tablet,1 Month
Premium,11,2022-10-28,France,28,Male,Tablet,1 Month
Basic,10,2022-09-28,Brazil,45,Female,Smartphone,1 Month
Standard,15,2022-09-19,Mexico,41,Male,Smartphone,1 Month
Standard,12,2022-09-16,Spain,29,Male,Smart TV,1 Month
Basic,15,2022-09-17,Italy,35,Male,Smartphone,1 Month
Premium,12,2022-09-17,Spain,36,Female,Smart TV,1 Month
Basic,11,2022-09-15,Spain,41,Male,Laptop,1 Month
Standard,11,2022-09-14,United States,46,Male,Tablet,1 Month
Premium,11,2022-09-14,Canada,46,Female,Tablet,1 Month
Basic,10,2022-09-13,United States,42,Male,Smartphone,1 Month
Premium,13,2022-08-13,United States,40,Male,Tablet,1 Month
Basic,14,2022-08-12,Canada,32,Female,Tablet,1 Month
Standard,11,2022-08-07,United Kingdom,34,Female,Smartphone,1 Month
Standard,11,2022-08-07,Australia,27,Female,Smart TV,1 Month
Basic,11,2022-08-04,Germany,38,Male,Laptop,1 Month
Premium,14,2022-07-24,France,34,Female,Laptop,1 Month
Basic,13,2022-07-18,Brazil,28,Male,Tablet,1 Month
Standard,12,2022-07-17,Mexico,48,Male,Smartphone,1 Month
Premium,13,2022-07-17,Spain,42,Female,Laptop,1 Month
Basic,10,2022-07-14,Italy,37,Female,Smart TV,1 Month
Premium,11,2022-07-06,Spain,28,Female,Tablet,1 Month
Basic,13,2022-07-07,Spain,43,Female,Smart TV,1 Month
Standard,10,2022-07-07,United States,44,Female,Smart TV,1 Month
Standard,12,2022-07-08,Canada,33,Female,Smartphone,1 Month
Basic,13,2022-07-07,United States,36,Male,Smart TV,1 Month
Premium,14,2022-07-08,United States,27,Male,Tablet,1 Month
Basic,11,2022-07-09,Canada,41,Male,Tablet,1 Month
Standard,14,2022-07-09,United Kingdom,32,Male,Smart TV,1 Month
Premium,12,2022-07-09,Australia,36,Female,Laptop,1 Month
Basic,12,2022-07-12,Germany,36,Female,Tablet,1 Month
Premium,13,2022-07-15,France,36,Male,Laptop,1 Month
Basic,14,2022-07-16,Brazil,32,Male,Smart TV,1 Month
Standard,10,2022-07-18,Mexico,45,Female,Smartphone,1 Month
Standard,11,2022-08-13,Spain,43,Female,Tablet,1 Month
Basic,10,2022-08-14,Italy,35,Male,Tablet,1 Month
Premium,13,2022-08-16,Spain,29,Female,Smart TV,1 Month
Basic,14,2022-08-17,Spain,33,Female,Smart TV,1 Month
Standard,14,2022-08-25,United States,49,Male,Smart TV,1 Month
Premium,15,2022-08-28,Canada,27,Male,Tablet,1 Month
Basic,14,2022-08-29,United States,39,Female,Smart TV,1 Month
Basic,10,2022-09-11,United States,34,Female,Smart TV,1 Month
Basic,12,2022-09-12,Canada,39,Male,Smartphone,1 Month
Standard,11,2022-09-16,United Kingdom,39,Female,Laptop,1 Month
Premium,15,2022-09-17,Australia,39,Female,Smart TV,1 Month
Basic,10,2022-09-21,Germany,40,Female,Laptop,1 Month
Basic,15,2022-09-23,France,40,Male,Tablet,1 Month
Premium,14,2022-09-27,Brazil,31,Male,Smartphone,1 Month
Standard,12,2022-10-09,Mexico,47,Male,Smartphone,1 Month
Standard,11,2022-10-10,Spain,43,Male,Laptop,1 Month
Basic,13,2022-10-11,Italy,34,Male,Smartphone,1 Month
Premium,12,2022-10-12,Spain,30,Female,Tablet,1 Month
Standard,15,2022-10-13,Spain,33,Female,Smartphone,1 Month
Basic,12,2022-10-19,United States,29,Male,Tablet,1 Month
Standard,14,2022-10-21,Canada,35,Female,Smartphone,1 Month
Premium,13,2022-10-23,United States,41,Female,Laptop,1 Month
Basic,14,2022-10-24,United States,34,Female,Smartphone,1 Month
Premium,12,2022-10-26,Canada,28,Female,Tablet,1 Month
Standard,15,2022-10-27,United Kingdom,31,Male,Smart TV,1 Month
Basic,15,2022-11-01,Australia,29,Male,Smart TV,1 Month
Standard,12,2022-11-02,Germany,44,Female,Tablet,1 Month
Premium,10,2022-11-04,France,44,Female,Tablet,1 Month
Basic,13,2022-11-05,Brazil,29,Male,Laptop,1 Month
Standard,12,2022-11-06,Mexico,32,Female,Tablet,1 Month
Premium,11,2022-11-07,Spain,31,Male,Smartphone,1 Month
Basic,14,2022-11-08,Italy,27,Male,Laptop,1 Month
Premium,13,2022-11-08,Spain,43,Female,Laptop,1 Month
Basic,14,2022-11-09,Spain,48,Male,Tablet,1 Month
Standard,15,2022-11-09,United States,37,Female,Tablet,1 Month
Standard,11,2022-11-05,Canada,42,Male,Smartphone,1 Month
Basic,11,2022-11-04,United States,40,Male,Tablet,1 Month
Premium,13,2022-10-19,United States,37,Female,Tablet,1 Month
Basic,12,2022-10-12,Canada,31,Male,Smartphone,1 Month
Standard,11,2022-10-03,United Kingdom,30,Male,Smart TV,1 Month
Premium,15,2022-09-28,Australia,51,Female,Smartphone,1 Month
Basic,15,2022-09-17,Germany,42,Female,Laptop,1 Month
Premium,13,2022-09-16,France,37,Female,Smartphone,1 Month
Basic,14,2022-09-15,Brazil,44,Female,Smartphone,1 Month
Standard,11,2022-09-14,Mexico,37,Male,Tablet,1 Month
Standard,11,2022-09-15,Spain,44,Male,Smartphone,1 Month
Basic,11,2022-09-06,Italy,40,Male,Tablet,1 Month
Premium,15,2022-08-28,Spain,27,Male,Smart TV,1 Month
Basic,12,2022-08-07,Spain,31,Male,Smart TV,1 Month
Standard,15,2022-08-07,United States,39,Female,Smartphone,1 Month
Premium,12,2022-08-06,Canada,47,Female,Tablet,1 Month
Basic,15,2022-07-30,United States,30,Male,Smart TV,1 Month
Premium,12,2022-07-30,United States,35,Male,Laptop,1 Month
Basic,14,2022-07-30,Canada,39,Male,Smartphone,1 Month
Standard,15,2022-07-19,United Kingdom,29,Female,Tablet,1 Month
Standard,11,2022-07-17,Australia,28,Male,Laptop,1 Month
Basic,11,2022-07-12,Germany,39,Male,Tablet,1 Month
Premium,10,2022-07-11,France,34,Male,Smart TV,1 Month
Basic,14,2022-07-10,Brazil,47,Male,Smart TV,1 Month
Standard,14,2022-07-10,Mexico,47,Female,Smart TV,1 Month
Premium,13,2022-07-08,Spain,46,Male,Smart TV,1 Month
Basic,12,2022-07-09,Italy,31,Male,Smart TV,1 Month
Premium,10,2022-07-09,Spain,41,Female,Smart TV,1 Month
Basic,10,2022-07-09,Spain,30,Female,Smartphone,1 Month
Standard,11,2022-07-10,United States,41,Male,Tablet,1 Month
Standard,12,2022-07-12,Canada,48,Female,Laptop,1 Month
Basic,10,2022-07-13,United States,35,Female,Laptop,1 Month
Premium,13,2022-07-16,United States,41,Female,Laptop,1 Month
Basic,10,2022-07-17,Canada,39,Female,Smart TV,1 Month
Standard,10,2022-07-26,United Kingdom,45,Male,Laptop,1 Month
Premium,10,2022-07-31,Australia,41,Male,Laptop,1 Month
Basic,13,2022-08-03,Germany,28,Male,Laptop,1 Month
Premium,10,2022-08-15,France,28,Female,Tablet,1 Month
Basic,15,2022-08-18,Brazil,48,Male,Smart TV,1 Month
Standard,10,2022-08-27,Mexico,40,Female,Smart TV,1 Month
Standard,12,2022-08-29,Spain,39,Male,Smart TV,1 Month
Basic,12,2022-09-05,Italy,27,Male,Smartphone,1 Month
Premium,10,2022-09-06,Spain,32,Female,Smart TV,1 Month
Basic,10,2022-09-14,Spain,38,Male,Laptop,1 Month
Standard,10,2022-09-16,United States,41,Female,Laptop,1 Month
Premium,10,2022-09-18,Canada,32,Female,Laptop,1 Month
Basic,12,2022-09-23,United States,37,Male,Tablet,1 Month
Basic,12,2022-09-25,United States,50,Female,Laptop,1 Month
Basic,10,2022-10-06,Canada,48,Female,Laptop,1 Month
Standard,11,2022-10-09,United Kingdom,37,Male,Tablet,1 Month
Premium,13,2022-10-11,Australia,46,Female,Laptop,1 Month
Basic,13,2022-10-12,Germany,46,Male,Laptop,1 Month
Basic,15,2022-10-13,France,39,Male,Smart TV,1 Month
Premium,13,2022-10-17,Brazil,42,Female,Smart TV,1 Month
Standard,11,2022-10-19,Mexico,41,Female,Smartphone,1 Month
Standard,10,2022-10-21,Spain,28,Male,Smart TV,1 Month
Basic,14,2022-10-23,Italy,43,Male,Tablet,1 Month
Premium,14,2022-10-25,Spain,45,Female,Smart TV,1 Month
Standard,10,2022-10-27,Spain,45,Male,Smart TV,1 Month
Basic,13,2022-10-31,United States,48,Male,Smartphone,1 Month
Standard,12,2022-11-02,Canada,30,Male,Laptop,1 Month
Premium,11,2022-11-04,United States,51,Female,Smart TV,1 Month
Basic,12,2022-11-05,United States,48,Female,Smartphone,1 Month
Premium,13,2022-11-06,Canada,41,Female,Smart TV,1 Month
Standard,11,2022-11-07,United Kingdom,37,Female,Smartphone,1 Month
Basic,11,2022-11-08,Australia,43,Male,Laptop,1 Month
Standard,15,2022-11-08,Germany,51,Male,Laptop,1 Month
Premium,10,2022-11-09,France,34,Female,Smartphone,1 Month
Basic,10,2022-11-09,Brazil,35,Female,Smartphone,1 Month
Standard,12,2022-11-05,Mexico,45,Female,Smart TV,1 Month
Premium,12,2022-11-05,Spain,31,Male,Smart TV,1 Month
Basic,15,2022-11-02,Italy,50,Female,Laptop,1 Month
Premium,12,2022-10-30,Spain,41,Male,Smartphone,1 Month
Basic,11,2022-10-30,Spain,42,Female,Laptop,1 Month
Standard,11,2022-10-24,United States,41,Male,Tablet,1 Month
Standard,14,2022-10-08,Canada,34,Male,Tablet,1 Month
Basic,13,2022-10-04,United States,35,Female,Smartphone,1 Month
Premium,10,2022-09-28,United States,48,Male,Smartphone,1 Month
Basic,11,2022-09-22,Canada,39,Female,Smart TV,1 Month
Standard,14,2022-09-19,United Kingdom,37,Female,Laptop,1 Month
Premium,10,2022-09-13,Australia,31,Male,Tablet,1 Month
Basic,14,2022-09-05,Germany,29,Female,Laptop,1 Month
Premium,10,2022-08-20,France,36,Male,Tablet,1 Month
Basic,10,2022-08-10,Brazil,32,Male,Smartphone,1 Month
Standard,10,2022-08-10,Mexico,31,Female,Smartphone,1 Month
Standard,14,2022-08-06,Spain,31,Male,Laptop,1 Month
Basic,12,2022-08-03,Italy,29,Male,Smart TV,1 Month
Premium,10,2022-08-01,Spain,48,Male,Smart TV,1 Month
Basic,14,2022-07-28,Spain,46,Male,Tablet,1 Month
Standard,15,2022-07-22,United States,35,Female,Smartphone,1 Month
Premium,11,2022-07-22,Canada,37,Female,Tablet,1 Month
Basic,12,2022-07-20,United States,45,Female,Tablet,1 Month
Premium,15,2022-07-12,United States,48,Female,Laptop,1 Month
Basic,10,2022-07-12,Canada,44,Female,Laptop,1 Month
Standard,14,2022-07-10,United Kingdom,47,Female,Laptop,1 Month
Standard,12,2022-07-11,Australia,35,Male,Smart TV,1 Month
Basic,10,2022-07-11,Germany,35,Female,Smartphone,1 Month
Premium,11,2022-07-09,France,35,Male,Smartphone,1 Month
Basic,15,2022-07-10,Brazil,49,Female,Laptop,1 Month
Standard,11,2022-07-12,Mexico,50,Female,Tablet,1 Month
Premium,14,2022-07-13,Spain,44,Male,Smartphone,1 Month
Basic,14,2022-07-15,Italy,47,Female,Tablet,1 Month
Premium,15,2022-07-16,Spain,46,Female,Laptop,1 Month
Basic,11,2022-07-19,Spain,39,Female,Laptop,1 Month
Standard,15,2022-07-23,United States,34,Male,Laptop,1 Month
Standard,10,2022-07-28,Canada,31,Female,Smart TV,1 Month
Basic,10,2022-08-14,United States,46,Female,Laptop,1 Month
Premium,15,2022-08-18,United States,30,Male,Smart TV,1 Month
Basic,12,2022-08-23,Canada,29,Male,Tablet,1 Month
Standard,12,2022-08-27,United Kingdom,42,Male,Tablet,1 Month
Premium,13,2022-09-01,Australia,27,Female,Smartphone,1 Month
Basic,15,2022-09-02,Germany,33,Male,Laptop,1 Month
Premium,13,2022-09-04,France,45,Female,Smart TV,1 Month
Basic,13,2022-09-11,Brazil,50,Male,Tablet,1 Month
Standard,10,2022-09-16,Mexico,42,Female,Tablet,1 Month
Standard,10,2022-09-19,Spain,29,Male,Tablet,1 Month
Basic,12,2022-09-20,Italy,31,Female,Tablet,1 Month
Premium,13,2022-10-05,Spain,42,Female,Smartphone,1 Month
Basic,10,2022-10-07,Spain,44,Female,Laptop,1 Month
Standard,10,2022-10-10,United States,34,Male,Smart TV,1 Month
Premium,13,2022-10-12,Canada,40,Female,Smart TV,1 Month
Basic,10,2022-10-13,United States,38,Male,Smart TV,1 Month
Basic,15,2022-10-15,United States,42,Female,Tablet,1 Month
Basic,10,2022-10-17,Canada,47,Male,Tablet,1 Month
Standard,15,2022-10-18,United Kingdom,29,Female,Tablet,1 Month
Premium,11,2022-10-20,Australia,29,Male,Laptop,1 Month
Basic,14,2022-10-22,Germany,44,Female,Smart TV,1 Month
Basic,12,2022-10-25,France,31,Male,Tablet,1 Month
Premium,14,2022-10-27,Brazil,48,Female,Smartphone,1 Month
Standard,14,2022-11-01,Mexico,32,Female,Laptop,1 Month
Standard,13,2022-11-02,Spain,28,Female,Tablet,1 Month
Basic,11,2022-11-04,Italy,36,Female,Smartphone,1 Month
Premium,10,2022-11-06,Spain,28,Female,Smartphone,1 Month
Standard,14,2022-11-07,Spain,32,Female,Smart TV,1 Month
Basic,15,2022-11-08,United States,50,Female,Smartphone,1 Month
Standard,12,2022-11-09,Canada,44,Male,Tablet,1 Month
Premium,14,2022-11-10,United States,44,Female,Smartphone,1 Month
Basic,14,2022-11-09,United States,47,Male,Laptop,1 Month
Premium,15,2022-11-09,Canada,39,Female,Smart TV,1 Month
Standard,11,2022-11-07,United Kingdom,44,Female,Tablet,1 Month
Basic,12,2022-11-03,Australia,46,Female,Tablet,1 Month
Standard,10,2022-11-04,Germany,31,Female,Laptop,1 Month
Premium,12,2022-11-01,France,33,Female,Tablet,1 Month
Basic,13,2022-10-27,Brazil,27,Male,Laptop,1 Month
Standard,10,2022-10-23,Mexico,34,Male,Smart TV,1 Month
Premium,14,2022-10-14,Spain,48,Male,Laptop,1 Month
Basic,14,2022-09-28,Italy,39,Female,Smart TV,1 Month
Premium,14,2022-09-25,Spain,39,Male,Laptop,1 Month
Basic,11,2022-09-23,Spain,48,Female,Smart TV,1 Month
Standard,12,2022-09-23,United States,37,Female,Tablet,1 Month
Standard,14,2022-09-14,Canada,40,Male,Laptop,1 Month
Basic,14,2022-09-05,United States,41,Female,Smartphone,1 Month
Premium,12,2022-08-13,United States,35,Female,Smartphone,1 Month
Basic,15,2022-08-12,Canada,46,Male,Smartphone,1 Month
Standard,10,2022-08-10,United Kingdom,28,Female,Tablet,1 Month
Premium,14,2022-08-05,Australia,29,Female,Laptop,1 Month
Basic,10,2022-08-04,Germany,46,Female,Tablet,1 Month
Premium,11,2022-07-28,France,35,Male,Laptop,1 Month
Basic,12,2022-07-24,Brazil,27,Male,Smart TV,1 Month
Standard,11,2022-07-22,Mexico,38,Male,Laptop,1 Month
Standard,13,2022-07-22,Spain,43,Male,Smart TV,1 Month
Basic,15,2022-07-19,Italy,31,Female,Smartphone,1 Month
Premium,13,2022-07-17,Spain,29,Female,Tablet,1 Month
Basic,10,2022-07-16,Spain,34,Female,Tablet,1 Month
Standard,11,2022-07-12,United States,39,Male,Smartphone,1 Month
Premium,14,2022-07-12,Canada,34,Female,Smartphone,1 Month
Basic,14,2022-07-13,United States,51,Male,Tablet,1 Month
Premium,14,2022-07-13,United States,47,Female,Tablet,1 Month
